               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 163,            0.094369,            0.064316,           0.0080567,             0.53607,             0.34453,             0.35467,             0.15203,            0.093056,             0.13182,            0.013455,            0.004654,            0.004654,            0.004654
                 164,            0.093879,            0.063525,           0.0079317,             0.53902,             0.34417,             0.35531,             0.15209,            0.093049,             0.13186,            0.013458,            0.004621,            0.004621,            0.004621
                 165,            0.094183,            0.064694,           0.0079408,             0.53863,              0.3445,             0.35492,             0.15216,            0.093045,             0.13189,            0.013465,            0.004588,            0.004588,            0.004588
                 166,            0.093524,            0.063148,           0.0078928,             0.53721,             0.34356,             0.35422,             0.15218,            0.093038,             0.13192,             0.01347,            0.004555,            0.004555,            0.004555
                 167,            0.093911,            0.063654,           0.0078401,             0.54352,             0.34223,             0.35445,             0.15244,             0.09303,             0.13194,             0.01347,            0.004522,            0.004522,            0.004522
                 168,            0.094384,            0.064036,           0.0077842,             0.54461,             0.34253,             0.35494,             0.15249,            0.093028,             0.13197,            0.013472,            0.004489,            0.004489,            0.004489
                 169,            0.094033,            0.062214,           0.0078269,             0.54441,             0.34309,             0.35469,             0.15257,            0.093024,             0.13199,            0.013474,            0.004456,            0.004456,            0.004456
                 170,            0.094412,            0.063101,           0.0079034,             0.54578,             0.34226,              0.3542,              0.1524,            0.093022,             0.13202,            0.013477,            0.004423,            0.004423,            0.004423
                 171,            0.093982,            0.064415,           0.0077547,             0.54552,             0.34351,             0.35495,             0.15246,            0.093019,             0.13205,            0.013479,             0.00439,             0.00439,             0.00439
                 172,            0.094356,            0.063165,           0.0077991,             0.54538,             0.34337,             0.35476,             0.15257,             0.09302,             0.13207,            0.013478,            0.004357,            0.004357,            0.004357
                 173,            0.093799,            0.063025,           0.0077166,             0.54618,              0.3442,             0.35538,             0.15271,            0.093018,             0.13211,            0.013476,            0.004324,            0.004324,            0.004324
                 174,            0.093711,            0.063179,           0.0076575,             0.54643,             0.34512,             0.35552,             0.15245,            0.093019,             0.13213,             0.01348,            0.004291,            0.004291,            0.004291
                 175,            0.093685,            0.063272,           0.0077235,             0.55247,             0.34244,             0.35515,              0.1523,            0.093016,             0.13215,            0.013482,            0.004258,            0.004258,            0.004258
                 176,            0.094045,            0.063586,           0.0075535,             0.55006,             0.34317,             0.35496,             0.15253,            0.093013,             0.13218,            0.013485,            0.004225,            0.004225,            0.004225
                 177,            0.093637,             0.06279,           0.0075642,             0.55018,             0.34362,             0.35488,             0.15239,             0.09301,              0.1322,            0.013489,            0.004192,            0.004192,            0.004192
                 178,            0.094022,            0.063905,           0.0075767,             0.55047,              0.3443,             0.35488,             0.15253,            0.093004,             0.13223,            0.013493,            0.004159,            0.004159,            0.004159
                 179,            0.093399,            0.063282,           0.0074311,             0.55061,             0.34461,             0.35521,             0.15267,               0.093,             0.13226,            0.013498,            0.004126,            0.004126,            0.004126
                 180,            0.093232,            0.063224,           0.0075809,              0.5501,             0.34417,             0.35547,             0.15307,            0.092996,             0.13229,            0.013505,            0.004093,            0.004093,            0.004093
                 181,            0.093273,            0.062784,           0.0075089,             0.55196,             0.34372,             0.35503,             0.15319,            0.092991,             0.13232,             0.01351,             0.00406,             0.00406,             0.00406
                 182,            0.092568,              0.0637,           0.0074032,             0.55366,               0.344,             0.35506,             0.15309,            0.092988,             0.13235,            0.013515,            0.004027,            0.004027,            0.004027
                 183,             0.09326,            0.062688,           0.0073317,             0.55277,             0.34313,             0.35441,             0.15303,            0.092984,             0.13237,            0.013521,            0.003994,            0.003994,            0.003994
                 184,            0.093069,            0.062662,           0.0073446,              0.5525,             0.34316,             0.35396,             0.15293,            0.092982,             0.13239,            0.013528,            0.003961,            0.003961,            0.003961
                 185,            0.093449,            0.063494,           0.0074582,             0.55142,             0.34197,              0.3538,             0.15297,            0.092982,             0.13242,            0.013533,            0.003928,            0.003928,            0.003928
                 186,            0.092784,            0.062301,           0.0072604,             0.55166,             0.34231,             0.35395,             0.15319,             0.09298,             0.13243,            0.013538,            0.003895,            0.003895,            0.003895
                 187,            0.092829,            0.062091,            0.007363,             0.55042,             0.34276,             0.35416,             0.15326,            0.092976,             0.13244,            0.013542,            0.003862,            0.003862,            0.003862
                 188,             0.09264,            0.062687,           0.0074918,              0.5513,             0.34363,             0.35497,             0.15338,            0.092973,             0.13247,            0.013548,            0.003829,            0.003829,            0.003829
                 189,            0.093055,             0.06296,           0.0073505,             0.54946,             0.34342,             0.35491,             0.15347,            0.092973,              0.1325,            0.013555,            0.003796,            0.003796,            0.003796
                 190,            0.092452,            0.062698,           0.0072878,             0.54955,              0.3444,             0.35504,             0.15357,             0.09297,             0.13252,            0.013562,            0.003763,            0.003763,            0.003763
                 191,             0.09273,            0.062315,           0.0072536,             0.55042,               0.344,             0.35474,             0.15347,            0.092969,             0.13254,            0.013566,             0.00373,             0.00373,             0.00373
                 192,            0.092723,            0.062517,           0.0072416,             0.55089,              0.3434,             0.35487,              0.1535,            0.092967,             0.13257,            0.013572,            0.003697,            0.003697,            0.003697
                 193,            0.092552,            0.062808,           0.0072104,             0.55283,             0.34215,             0.35512,              0.1535,            0.092967,             0.13259,            0.013581,            0.003664,            0.003664,            0.003664
                 194,            0.092798,            0.062141,           0.0072432,             0.55419,             0.34196,             0.35496,             0.15346,            0.092966,             0.13262,            0.013589,            0.003631,            0.003631,            0.003631
                 195,            0.092303,            0.061637,           0.0071571,             0.55288,             0.34181,             0.35503,             0.15353,            0.092964,             0.13265,            0.013597,            0.003598,            0.003598,            0.003598
                 196,            0.092796,            0.061657,           0.0071912,             0.54883,             0.34218,              0.3543,             0.15346,            0.092965,             0.13269,            0.013607,            0.003565,            0.003565,            0.003565
                 197,            0.092205,             0.06195,           0.0070222,             0.55174,             0.34221,             0.35475,             0.15356,            0.092965,             0.13271,            0.013614,            0.003532,            0.003532,            0.003532
                 198,             0.09224,            0.061964,           0.0070811,             0.54653,             0.34302,             0.35492,             0.15362,            0.092967,             0.13274,             0.01362,            0.003499,            0.003499,            0.003499
                 199,            0.092671,            0.062583,             0.00723,             0.54705,             0.34361,             0.35499,             0.15352,            0.092968,             0.13277,            0.013624,            0.003466,            0.003466,            0.003466
                 200,            0.092083,            0.061572,           0.0071006,             0.54327,             0.34413,             0.35495,             0.15345,            0.092971,              0.1328,            0.013629,            0.003433,            0.003433,            0.003433
                 201,            0.091845,            0.061516,           0.0069105,             0.54414,             0.34523,             0.35496,             0.15358,             0.09297,             0.13282,            0.013636,              0.0034,              0.0034,              0.0034
                 202,            0.092061,            0.060583,           0.0070239,             0.54829,             0.34362,             0.35508,             0.15362,             0.09297,             0.13285,            0.013641,            0.003367,            0.003367,            0.003367
                 203,            0.091628,            0.061051,           0.0070149,             0.54884,             0.34453,             0.35538,             0.15352,            0.092973,             0.13288,            0.013649,            0.003334,            0.003334,            0.003334
                 204,            0.091885,            0.061609,           0.0070099,             0.55259,             0.34417,             0.35535,             0.15358,            0.092977,             0.13291,            0.013657,            0.003301,            0.003301,            0.003301
                 205,            0.091975,            0.061171,           0.0069749,             0.55261,             0.34462,             0.35507,             0.15352,            0.092976,             0.13293,            0.013663,            0.003268,            0.003268,            0.003268
                 206,            0.091524,            0.060897,           0.0069792,             0.55033,             0.34488,             0.35456,             0.15345,            0.092979,             0.13295,            0.013671,            0.003235,            0.003235,            0.003235
                 207,            0.091278,            0.061267,           0.0068889,             0.55195,             0.34398,             0.35479,             0.15359,             0.09298,             0.13297,            0.013679,            0.003202,            0.003202,            0.003202
                 208,            0.091807,            0.061086,           0.0068353,             0.55061,             0.34466,             0.35469,             0.15366,            0.092981,             0.13299,            0.013687,            0.003169,            0.003169,            0.003169
                 209,            0.091581,             0.06168,           0.0067123,              0.5447,             0.34587,             0.35489,             0.15363,            0.092981,             0.13301,            0.013694,            0.003136,            0.003136,            0.003136
                 210,            0.091748,             0.06061,           0.0066676,             0.55175,             0.34431,             0.35514,             0.15382,            0.092984,             0.13305,            0.013703,            0.003103,            0.003103,            0.003103
                 211,            0.091773,            0.060896,           0.0066098,             0.54873,             0.34518,             0.35488,              0.1537,            0.092986,             0.13307,            0.013712,             0.00307,             0.00307,             0.00307
                 212,             0.09138,            0.060673,           0.0067433,             0.54792,             0.34479,             0.35479,             0.15366,            0.092992,              0.1331,            0.013722,            0.003037,            0.003037,            0.003037
                 213,            0.091844,             0.06219,           0.0067425,             0.54699,               0.344,             0.35409,             0.15346,            0.092994,             0.13313,            0.013732,            0.003004,            0.003004,            0.003004
                 214,            0.091019,            0.060408,           0.0066491,             0.54571,             0.34357,             0.35369,             0.15337,            0.092993,             0.13315,            0.013738,            0.002971,            0.002971,            0.002971
                 215,            0.090916,            0.060643,           0.0068092,             0.54894,             0.34226,             0.35361,             0.15341,            0.092994,             0.13317,            0.013747,            0.002938,            0.002938,            0.002938
                 216,            0.091618,            0.060544,           0.0067273,             0.54801,             0.34152,             0.35357,             0.15342,            0.092995,             0.13321,            0.013757,            0.002905,            0.002905,            0.002905
                 217,            0.090888,            0.059766,           0.0065576,             0.54726,             0.34255,             0.35397,             0.15351,            0.092996,             0.13324,            0.013767,            0.002872,            0.002872,            0.002872
                 218,            0.090783,             0.06096,           0.0066961,             0.54931,             0.34043,             0.35385,             0.15348,            0.092995,             0.13327,            0.013776,            0.002839,            0.002839,            0.002839
                 219,            0.090907,            0.059978,           0.0065277,             0.54989,             0.33989,             0.35392,             0.15342,            0.092996,              0.1333,            0.013785,            0.002806,            0.002806,            0.002806
                 220,            0.090902,            0.060877,           0.0067148,             0.55007,             0.34048,             0.35342,             0.15343,            0.092996,             0.13332,            0.013796,            0.002773,            0.002773,            0.002773
                 221,            0.090371,            0.058546,           0.0064911,             0.54802,             0.34102,             0.35349,             0.15349,            0.092995,             0.13335,            0.013805,             0.00274,             0.00274,             0.00274
                 222,            0.090424,            0.058927,           0.0064002,             0.55084,             0.33998,              0.3534,             0.15348,            0.092994,             0.13338,            0.013814,            0.002707,            0.002707,            0.002707
                 223,            0.090711,             0.06059,           0.0065133,             0.55575,             0.33861,             0.35358,             0.15335,            0.092995,             0.13341,            0.013824,            0.002674,            0.002674,            0.002674
                 224,            0.090116,            0.058577,           0.0063872,             0.55736,             0.33815,              0.3533,             0.15349,            0.092997,             0.13344,            0.013832,            0.002641,            0.002641,            0.002641
                 225,            0.090188,            0.059534,           0.0063456,             0.55569,               0.339,             0.35394,             0.15357,            0.092998,             0.13346,            0.013841,            0.002608,            0.002608,            0.002608
                 226,            0.090401,            0.059919,           0.0062521,              0.5575,             0.33877,             0.35386,             0.15347,            0.092999,             0.13349,            0.013851,            0.002575,            0.002575,            0.002575
                 227,            0.089591,            0.059085,           0.0062928,              0.5569,             0.33925,             0.35394,             0.15342,            0.093001,             0.13352,            0.013861,            0.002542,            0.002542,            0.002542
                 228,             0.09037,            0.059046,           0.0062658,             0.56081,             0.33889,             0.35403,             0.15348,            0.093005,             0.13355,            0.013872,            0.002509,            0.002509,            0.002509
                 229,            0.089954,            0.059445,           0.0063835,              0.5595,             0.33856,             0.35377,             0.15331,            0.093007,             0.13357,             0.01388,            0.002476,            0.002476,            0.002476
                 230,            0.090022,            0.059011,           0.0063646,             0.56001,             0.33831,             0.35372,             0.15343,            0.093007,              0.1336,            0.013887,            0.002443,            0.002443,            0.002443
                 231,            0.090025,            0.059238,           0.0063074,             0.55525,             0.34005,             0.35378,             0.15358,            0.093008,             0.13363,            0.013895,             0.00241,             0.00241,             0.00241
                 232,            0.089784,            0.059118,           0.0062584,             0.56354,             0.33987,             0.35415,             0.15356,             0.09301,             0.13366,            0.013903,            0.002377,            0.002377,            0.002377
                 233,             0.08988,            0.059093,           0.0062524,             0.56544,             0.33885,             0.35424,             0.15376,            0.093013,             0.13369,            0.013912,            0.002344,            0.002344,            0.002344
                 234,            0.090025,            0.058831,           0.0062244,             0.56137,             0.33977,             0.35441,             0.15371,            0.093016,             0.13372,            0.013923,            0.002311,            0.002311,            0.002311
                 235,              0.0897,             0.05876,            0.006132,             0.56366,             0.33988,             0.35466,             0.15391,            0.093018,             0.13374,            0.013933,            0.002278,            0.002278,            0.002278
                 236,            0.089802,            0.058866,           0.0060837,             0.56771,             0.33714,             0.35399,             0.15384,             0.09302,             0.13377,            0.013943,            0.002245,            0.002245,            0.002245
                 237,            0.089658,            0.058686,           0.0061927,             0.56835,             0.33719,             0.35433,             0.15389,            0.093023,             0.13379,            0.013954,            0.002212,            0.002212,            0.002212
                 238,            0.089236,            0.058849,           0.0060323,              0.5678,             0.33672,             0.35374,             0.15393,            0.093025,             0.13383,            0.013965,            0.002179,            0.002179,            0.002179
                 239,            0.089525,            0.058021,           0.0061613,             0.56416,              0.3372,             0.35375,             0.15393,            0.093027,             0.13387,            0.013977,            0.002146,            0.002146,            0.002146
                 240,            0.089276,            0.059404,           0.0059358,              0.5641,             0.33722,             0.35352,             0.15387,            0.093031,              0.1339,            0.013987,            0.002113,            0.002113,            0.002113
                 241,              0.0897,            0.059391,           0.0060883,             0.56429,             0.33717,             0.35358,              0.1539,            0.093036,             0.13394,               0.014,             0.00208,             0.00208,             0.00208
                 242,            0.090006,            0.058468,           0.0060746,             0.56342,             0.33731,             0.35371,             0.15406,            0.093038,             0.13397,            0.014013,            0.002047,            0.002047,            0.002047
                 243,             0.08933,            0.058285,           0.0060118,             0.56412,              0.3375,             0.35358,               0.154,            0.093041,               0.134,            0.014024,            0.002014,            0.002014,            0.002014
                 244,            0.088973,            0.057997,           0.0059626,             0.56315,             0.33726,             0.35347,             0.15407,            0.093044,             0.13405,            0.014034,            0.001981,            0.001981,            0.001981
                 245,             0.08892,            0.057475,           0.0059358,             0.55998,             0.33724,             0.35343,             0.15409,            0.093047,             0.13408,            0.014044,            0.001948,            0.001948,            0.001948
                 246,            0.089368,            0.058347,            0.006083,             0.55881,              0.3379,             0.35284,             0.15416,             0.09305,             0.13412,            0.014056,            0.001915,            0.001915,            0.001915
                 247,            0.088613,            0.058489,           0.0060137,             0.56076,             0.33785,             0.35294,             0.15416,             0.09305,             0.13415,            0.014066,            0.001882,            0.001882,            0.001882
                 248,            0.088873,            0.058292,           0.0059545,             0.56122,             0.33813,              0.3529,             0.15408,            0.093054,             0.13418,            0.014077,            0.001849,            0.001849,            0.001849
                 249,             0.08883,            0.058709,           0.0060258,               0.561,             0.33839,             0.35287,             0.15423,            0.093057,             0.13421,            0.014089,            0.001816,            0.001816,            0.001816
                 250,            0.088363,            0.057429,           0.0058974,             0.55692,             0.34043,             0.35289,             0.15427,            0.093058,             0.13424,            0.014103,            0.001783,            0.001783,            0.001783
                 251,            0.088565,            0.057488,           0.0058587,              0.5622,             0.33907,              0.3527,             0.15416,            0.093065,             0.13428,            0.014117,             0.00175,             0.00175,             0.00175
                 252,            0.088534,            0.058153,            0.005921,             0.56335,             0.33839,             0.35279,             0.15406,             0.09307,             0.13432,            0.014131,            0.001717,            0.001717,            0.001717
                 253,             0.08868,            0.057634,           0.0058764,             0.55638,             0.34066,              0.3528,               0.154,            0.093074,             0.13436,            0.014145,            0.001684,            0.001684,            0.001684
                 254,            0.088174,            0.057459,           0.0059376,             0.55661,             0.34045,             0.35256,             0.15394,            0.093079,              0.1344,            0.014157,            0.001651,            0.001651,            0.001651
                 255,            0.088211,            0.057389,           0.0059683,             0.55803,             0.33883,             0.35249,               0.154,            0.093082,             0.13443,             0.01417,            0.001618,            0.001618,            0.001618
                 256,            0.088342,            0.057579,           0.0056992,             0.55833,              0.3392,             0.35253,             0.15398,            0.093086,             0.13448,            0.014183,            0.001585,            0.001585,            0.001585
                 257,            0.087524,             0.05673,           0.0056386,             0.55802,             0.33909,              0.3524,             0.15395,            0.093091,             0.13452,            0.014196,            0.001552,            0.001552,            0.001552
                 258,            0.088147,            0.056595,           0.0058577,               0.558,             0.34004,             0.35242,             0.15398,            0.093094,             0.13455,            0.014207,            0.001519,            0.001519,            0.001519
                 259,            0.088655,            0.058733,           0.0058181,             0.55473,             0.34107,             0.35198,             0.15392,            0.093098,              0.1346,            0.014221,            0.001486,            0.001486,            0.001486
                 260,             0.08778,            0.057319,           0.0058369,             0.55646,             0.34122,             0.35194,             0.15403,            0.093104,             0.13463,            0.014235,            0.001453,            0.001453,            0.001453
                 261,            0.088234,            0.056993,           0.0057069,             0.55681,             0.34142,             0.35158,             0.15391,            0.093107,             0.13466,            0.014247,             0.00142,             0.00142,             0.00142
                 262,            0.087294,            0.057167,           0.0057246,             0.55828,             0.34086,             0.35187,              0.1541,            0.093113,             0.13471,            0.014261,            0.001387,            0.001387,            0.001387
                 263,            0.088551,            0.057547,           0.0057612,             0.55803,             0.34067,             0.35176,             0.15419,            0.093121,             0.13475,            0.014274,            0.001354,            0.001354,            0.001354
                 264,            0.087682,            0.056629,            0.005821,             0.55719,             0.34053,             0.35198,             0.15425,            0.093126,              0.1348,            0.014286,            0.001321,            0.001321,            0.001321
                 265,            0.087614,            0.056209,           0.0057059,             0.55689,             0.34093,             0.35189,             0.15413,            0.093133,             0.13484,            0.014301,            0.001288,            0.001288,            0.001288
                 266,            0.087633,            0.057648,           0.0058051,             0.55801,             0.34058,             0.35208,             0.15419,             0.09314,             0.13488,            0.014312,            0.001255,            0.001255,            0.001255
                 267,            0.087454,            0.056864,           0.0056241,             0.55945,             0.34119,             0.35241,             0.15416,            0.093144,             0.13493,            0.014323,            0.001222,            0.001222,            0.001222
                 268,            0.087258,            0.056643,           0.0056191,             0.55965,              0.3412,             0.35232,             0.15414,            0.093147,             0.13498,            0.014336,            0.001189,            0.001189,            0.001189
                 269,            0.087029,            0.057032,           0.0055366,             0.55921,             0.34079,             0.35222,             0.15413,            0.093151,             0.13504,            0.014349,            0.001156,            0.001156,            0.001156
                 270,            0.087305,            0.055621,           0.0056318,             0.55894,             0.34072,             0.35248,             0.15408,            0.093157,             0.13509,            0.014361,            0.001123,            0.001123,            0.001123
                 271,            0.086575,            0.056585,           0.0055767,             0.56123,             0.34002,             0.35226,             0.15416,            0.093165,             0.13513,            0.014377,             0.00109,             0.00109,             0.00109
                 272,            0.087139,             0.05584,           0.0056195,             0.56114,             0.34032,             0.35201,             0.15392,             0.09317,             0.13518,            0.014391,            0.001057,            0.001057,            0.001057
                 273,            0.087501,             0.05639,           0.0055438,             0.56119,             0.34039,             0.35173,             0.15402,            0.093175,             0.13522,            0.014406,            0.001024,            0.001024,            0.001024
                 274,            0.086696,            0.056018,           0.0054319,             0.56312,             0.34012,             0.35157,             0.15393,            0.093181,             0.13527,            0.014423,            0.000991,            0.000991,            0.000991
                 275,            0.086599,            0.055363,           0.0054867,             0.56505,             0.34065,             0.35214,             0.15402,            0.093185,              0.1353,            0.014438,            0.000958,            0.000958,            0.000958
                 276,            0.087092,            0.056352,           0.0055253,             0.56678,             0.33947,             0.35129,             0.15388,            0.093191,             0.13536,            0.014454,            0.000925,            0.000925,            0.000925
                 277,            0.086742,            0.056227,           0.0054521,             0.56588,             0.33938,             0.35125,             0.15389,            0.093197,             0.13541,             0.01447,            0.000892,            0.000892,            0.000892
                 278,            0.086802,            0.055697,           0.0053915,             0.55861,              0.3415,             0.35136,             0.15393,            0.093202,             0.13545,            0.014485,            0.000859,            0.000859,            0.000859
                 279,            0.086031,               0.055,           0.0054732,             0.55591,             0.34214,              0.3517,             0.15385,            0.093205,             0.13551,              0.0145,            0.000826,            0.000826,            0.000826
                 280,            0.086575,             0.05652,           0.0054336,             0.56094,             0.34171,             0.35155,             0.15384,            0.093211,             0.13556,            0.014513,            0.000793,            0.000793,            0.000793
                 281,            0.087182,            0.056394,           0.0053588,             0.55668,             0.34195,             0.35094,             0.15383,            0.093216,             0.13562,            0.014528,             0.00076,             0.00076,             0.00076
                 282,             0.08649,             0.05513,           0.0053195,             0.56028,             0.34112,             0.35114,             0.15382,             0.09322,             0.13567,            0.014544,            0.000727,            0.000727,            0.000727
                 283,            0.086501,            0.055844,           0.0054598,             0.55762,              0.3415,             0.35109,             0.15381,            0.093227,             0.13573,            0.014558,            0.000694,            0.000694,            0.000694
                 284,             0.08612,            0.054834,           0.0053168,              0.5564,             0.34176,             0.35104,             0.15368,            0.093233,             0.13579,            0.014573,            0.000661,            0.000661,            0.000661
                 285,            0.086364,            0.055363,           0.0055671,             0.55524,             0.34233,             0.35096,             0.15373,             0.09324,             0.13583,            0.014586,            0.000628,            0.000628,            0.000628
                 286,            0.085926,            0.055626,           0.0053531,             0.55748,             0.34229,             0.35073,              0.1535,            0.093247,             0.13588,            0.014601,            0.000595,            0.000595,            0.000595
                 287,            0.086467,            0.054868,           0.0052439,             0.55895,             0.34077,             0.35058,             0.15362,            0.093252,             0.13593,            0.014615,            0.000562,            0.000562,            0.000562
                 288,            0.086269,            0.055837,           0.0053193,             0.55926,             0.34059,             0.35044,             0.15353,            0.093259,             0.13597,            0.014631,            0.000529,            0.000529,            0.000529
                 289,            0.086007,            0.055393,           0.0052846,             0.56005,             0.34021,             0.35019,             0.15364,            0.093268,             0.13603,            0.014645,            0.000496,            0.000496,            0.000496
                 290,             0.08601,            0.056492,           0.0051972,             0.55916,             0.34002,             0.35026,             0.15372,            0.093275,             0.13608,            0.014659,            0.000463,            0.000463,            0.000463
                 291,            0.086364,            0.055549,           0.0054241,             0.56177,             0.33863,             0.35006,             0.15374,            0.093285,             0.13613,            0.014674,             0.00043,             0.00043,             0.00043
                 292,            0.086057,            0.054847,           0.0053155,             0.56128,             0.33871,             0.35007,             0.15388,            0.093295,              0.1362,            0.014692,            0.000397,            0.000397,            0.000397
                 293,            0.085775,            0.054739,           0.0052856,             0.55838,             0.33995,             0.35009,             0.15374,            0.093304,             0.13626,            0.014708,            0.000364,            0.000364,            0.000364
                 294,            0.085839,            0.053967,           0.0054615,             0.55915,             0.33941,             0.35017,             0.15392,            0.093313,             0.13631,            0.014723,            0.000331,            0.000331,            0.000331
                 295,            0.085559,             0.05381,           0.0052248,             0.55812,             0.33868,             0.34971,             0.15379,             0.09332,             0.13637,            0.014739,            0.000298,            0.000298,            0.000298
                 296,            0.085509,             0.05489,           0.0053708,             0.55724,             0.33913,             0.34958,             0.15376,            0.093331,             0.13644,            0.014757,            0.000265,            0.000265,            0.000265
                 297,            0.085507,            0.054692,           0.0051427,             0.55776,             0.33891,             0.34956,              0.1538,            0.093341,             0.13651,            0.014775,            0.000232,            0.000232,            0.000232
                 298,            0.085595,             0.05395,           0.0052143,             0.55888,             0.33903,             0.34919,             0.15371,            0.093351,             0.13656,            0.014792,            0.000199,            0.000199,            0.000199
                 299,            0.085289,            0.054015,           0.0051786,             0.55926,             0.33899,             0.34912,             0.15376,            0.093361,             0.13661,            0.014809,            0.000166,            0.000166,            0.000166
